"Notes"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"2007"	"2007"	"Other accidental hanging and strangulation"	"W76"	244	301231207	0.1
	"2007"	"2007"	"Threat to breathing due to cave-in, falling earth and other substances"	"W77"	42	301231207	0.0
	"2007"	"2007"	"Inhalation of gastric contents"	"W78"	315	301231207	0.1
	"2007"	"2007"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	940	301231207	0.3
	"2007"	"2007"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	3089	301231207	1.0
	"2007"	"2007"	"Confined to or trapped in a low-oxygen environment"	"W81"	25	301231207	0.0
	"2007"	"2007"	"Other specified threats to breathing"	"W83"	201	301231207	0.1
	"2007"	"2007"	"Unspecified threat to breathing"	"W84"	400	301231207	0.1
	"2007"	"2007"	"Exposure to electric transmission lines"	"W85"	88	301231207	0.0
	"2007"	"2007"	"Exposure to other specified electric current"	"W86"	90	301231207	0.0
	"2007"	"2007"	"Exposure to unspecified electric current"	"W87"	191	301231207	0.1
	"2007"	"2007"	"Exposure to excessive heat of man-made origin"	"W92"	8	301231207	Unreliable
	"2007"	"2007"	"Exposure to high and low air pressure and changes in air pressure"	"W94"	12	301231207	Unreliable
	"2007"	"2007"	"Contact with hot drinks, food, fats and cooking oils"	"X10"	9	301231207	Unreliable
	"2007"	"2007"	"Contact with hot tap-water"	"X11"	34	301231207	0.0
	"2007"	"2007"	"Contact with other hot fluids"	"X12"	13	301231207	Unreliable
	"2007"	"2007"	"Contact with steam and hot vapours"	"X13"	1	301231207	Unreliable
	"2007"	"2007"	"Contact with hot air and gases"	"X14"	3	301231207	Unreliable
	"2007"	"2007"	"Contact with hot household appliances"	"X15"	4	301231207	Unreliable
	"2007"	"2007"	"Contact with hot heating appliances, radiators and pipes"	"X16"	13	301231207	Unreliable
	"2007"	"2007"	"Contact with hot engines, machinery and tools"	"X17"	2	301231207	Unreliable
	"2007"	"2007"	"Contact with other hot metals"	"X18"	1	301231207	Unreliable
	"2007"	"2007"	"Contact with other and unspecified heat and hot substances"	"X19"	9	301231207	Unreliable
	"2007"	"2007"	"Contact with venomous snakes and lizards"	"X20"	7	301231207	Unreliable
	"2007"	"2007"	"Contact with venomous spiders"	"X21"	8	301231207	Unreliable
	"2007"	"2007"	"Contact with hornets, wasps and bees"	"X23"	54	301231207	0.0
	"2007"	"2007"	"Contact with other specified venomous arthropods"	"X25"	4	301231207	Unreliable
	"2007"	"2007"	"Exposure to excessive natural heat"	"X30"	309	301231207	0.1
	"2007"	"2007"	"Exposure to excessive natural cold"	"X31"	711	301231207	0.2
	"2007"	"2007"	"Victim of lightning"	"X33"	46	301231207	0.0
	"2007"	"2007"	"Victim of avalanche, landslide and other earth movements"	"X36"	26	301231207	0.0
	"2007"	"2007"	"Victim of cataclysmic storm"	"X37"	84	301231207	0.0
	"2007"	"2007"	"Victim of flood"	"X38"	22	301231207	0.0
	"2007"	"2007"	"Exposure to other and unspecified forces of nature"	"X39"	19	301231207	Unreliable
	"2007"	"2007"	"Overexertion and strenuous or repetitive movements"	"X50"	9	301231207	Unreliable
	"2007"	"2007"	"Lack of food"	"X53"	8	301231207	Unreliable
	"2007"	"2007"	"Lack of water"	"X54"	2	301231207	Unreliable
	"2007"	"2007"	"Unspecified privation"	"X57"	1	301231207	Unreliable
	"2007"	"2007"	"Exposure to other specified factors"	"X58"	46	301231207	0.0
	"2007"	"2007"	"Exposure to unspecified factor causing fracture"	"X59.0"	3596	301231207	1.2
	"2007"	"2007"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	2423	301231207	0.8
	"2007"	"2007"	"Sequelae of other accidents"	"Y86"	1067	301231207	0.4
"Total"	"2007"	"2007"			17043	301231207	5.7
	"2008"	"2008"	"Struck by thrown, projected or falling object"	"W20"	741	304093966	0.2
	"2008"	"2008"	"Striking against or struck by sports equipment"	"W21"	12	304093966	Unreliable
	"2008"	"2008"	"Striking against or struck by other objects"	"W22"	122	304093966	0.0
	"2008"	"2008"	"Caught, crushed, jammed or pinched in or between objects"	"W23"	120	304093966	0.0
	"2008"	"2008"	"Contact with lifting and transmission devices, not elsewhere classified"	"W24"	112	304093966	0.0
	"2008"	"2008"	"Contact with sharp glass"	"W25"	19	304093966	Unreliable
	"2008"	"2008"	"Contact with knife, sword or dagger"	"W26"	3	304093966	Unreliable
	"2008"	"2008"	"Contact with nonpowered hand tool"	"W27"	3	304093966	Unreliable
	"2008"	"2008"	"Contact with powered lawnmower"	"W28"	43	304093966	0.0
	"2008"	"2008"	"Contact with other powered hand tools and household machinery"	"W29"	13	304093966	Unreliable
	"2008"	"2008"	"Contact with agricultural machinery"	"W30"	282	304093966	0.1
	"2008"	"2008"	"Contact with other and unspecified machinery"	"W31"	299	304093966	0.1
	"2008"	"2008"	"Explosion and rupture of boiler"	"W35"	2	304093966	Unreliable
	"2008"	"2008"	"Explosion and rupture of gas cylinder"	"W36"	10	304093966	Unreliable
	"2008"	"2008"	"Explosion and rupture of pressurized tyre, pipe or hose"	"W37"	10	304093966	Unreliable
	"2008"	"2008"	"Explosion and rupture of other specified pressurized devices"	"W38"	1	304093966	Unreliable
	"2008"	"2008"	"Discharge of firework"	"W39"	6	304093966	Unreliable
	"2008"	"2008"	"Explosion of other materials"	"W40"	131	304093966	0.0
	"2008"	"2008"	"Foreign body entering into or through eye or natural orifice"	"W44"	22	304093966	0.0
	"2008"	"2008"	"Foreign body or object entering through skin"	"W45"	5	304093966	Unreliable
	"2008"	"2008"	"Contact with hypodermic needle"	"W46"	1	304093966	Unreliable
	"2008"	"2008"	"Exposure to other and unspecified inanimate mechanical forces"	"W49"	47	304093966	0.0
	"2008"	"2008"	"Hit, struck, kicked, twisted, bitten or scratched by another person"	"W50"	10	304093966	Unreliable
	"2008"	"2008"	"Striking against or bumped into by another person"	"W51"	6	304093966	Unreliable
	"2008"	"2008"	"Bitten or struck by dog"	"W54"	27	304093966	0.0
	"2008"	"2008"	"Bitten or struck by other mammals"	"W55"	75	304093966	0.0
	"2008"	"2008"	"Contact with marine animal"	"W56"	1	304093966	Unreliable
	"2008"	"2008"	"Bitten or stung by nonvenomous insect and other nonvenomous arthropods"	"W57"	12	304093966	Unreliable
	"2008"	"2008"	"Exposure to other and unspecified animate mechanical forces"	"W64"	13	304093966	Unreliable
	"2008"	"2008"	"Accidental suffocation and strangulation in bed"	"W75"	809	304093966	0.3
	"2008"	"2008"	"Other accidental hanging and strangulation"	"W76"	242	304093966	0.1
	"2008"	"2008"	"Threat to breathing due to cave-in, falling earth and other substances"	"W77"	43	304093966	0.0
	"2008"	"2008"	"Inhalation of gastric contents"	"W78"	322	304093966	0.1
	"2008"	"2008"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	1021	304093966	0.3
	"2008"	"2008"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	3023	304093966	1.0
	"2008"	"2008"	"Confined to or trapped in a low-oxygen environment"	"W81"	8	304093966	Unreliable
	"2008"	"2008"	"Other specified threats to breathing"	"W83"	187	304093966	0.1
	"2008"	"2008"	"Unspecified threat to breathing"	"W84"	470	304093966	0.2
	"2008"	"2008"	"Exposure to electric transmission lines"	"W85"	84	304093966	0.0
	"2008"	"2008"	"Exposure to other specified electric current"	"W86"	61	304093966	0.0
	"2008"	"2008"	"Exposure to unspecified electric current"	"W87"	154	304093966	0.1
	"2008"	"2008"	"Exposure to man-made visible and ultraviolet light"	"W89"	1	304093966	Unreliable
	"2008"	"2008"	"Exposure to excessive heat of man-made origin"	"W92"	2	304093966	Unreliable
	"2008"	"2008"	"Exposure to high and low air pressure and changes in air pressure"	"W94"	13	304093966	Unreliable
	"2008"	"2008"	"Contact with hot drinks, food, fats and cooking oils"	"X10"	6	304093966	Unreliable
	"2008"	"2008"	"Contact with hot tap-water"	"X11"	31	304093966	0.0
	"2008"	"2008"	"Contact with other hot fluids"	"X12"	12	304093966	Unreliable
	"2008"	"2008"	"Contact with hot household appliances"	"X15"	4	304093966	Unreliable
	"2008"	"2008"	"Contact with hot heating appliances, radiators and pipes"	"X16"	14	304093966	Unreliable
	"2008"	"2008"	"Contact with hot engines, machinery and tools"	"X17"	3	304093966	Unreliable
	"2008"	"2008"	"Contact with other hot metals"	"X18"	1	304093966	Unreliable
	"2008"	"2008"	"Contact with other and unspecified heat and hot substances"	"X19"	9	304093966	Unreliable
	"2008"	"2008"	"Contact with venomous snakes and lizards"	"X20"	4	304093966	Unreliable
	"2008"	"2008"	"Contact with venomous spiders"	"X21"	5	304093966	Unreliable
	"2008"	"2008"	"Contact with scorpions"	"X22"	1	304093966	Unreliable
	"2008"	"2008"	"Contact with hornets, wasps and bees"	"X23"	49	304093966	0.0
	"2008"	"2008"	"Contact with centipedes and venomous millipedes (tropical)"	"X24"	1	304093966	Unreliable
	"2008"	"2008"	"Contact with other specified venomous arthropods"	"X25"	10	304093966	Unreliable
	"2008"	"2008"	"Contact with unspecified venomous animal or plant"	"X29"	1	304093966	Unreliable
	"2008"	"2008"	"Exposure to excessive natural heat"	"X30"	296	304093966	0.1
	"2008"	"2008"	"Exposure to excessive natural cold"	"X31"	641	304093966	0.2
	"2008"	"2008"	"Victim of lightning"	"X33"	29	304093966	0.0
	"2008"	"2008"	"Victim of avalanche, landslide and other earth movements"	"X36"	40	304093966	0.0
	"2008"	"2008"	"Victim of cataclysmic storm"	"X37"	134	304093966	0.0
	"2008"	"2008"	"Victim of flood"	"X38"	7	304093966	Unreliable
	"2008"	"2008"	"Exposure to other and unspecified forces of nature"	"X39"	20	304093966	0.0
	"2008"	"2008"	"Overexertion and strenuous or repetitive movements"	"X50"	7	304093966	Unreliable
	"2008"	"2008"	"Travel and motion"	"X51"	1	304093966	Unreliable
	"2008"	"2008"	"Lack of food"	"X53"	23	304093966	0.0
	"2008"	"2008"	"Lack of water"	"X54"	1	304093966	Unreliable
	"2008"	"2008"	"Unspecified privation"	"X57"	3	304093966	Unreliable
	"2008"	"2008"	"Exposure to other specified factors"	"X58"	57	304093966	0.0
	"2008"	"2008"	"Exposure to unspecified factor causing fracture"	"X59.0"	3529	304093966	1.2
	"2008"	"2008"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	2382	304093966	0.8
	"2008"	"2008"	"Sequelae of other accidents"	"Y86"	1103	304093966	0.4
"Total"	"2008"	"2008"			17012	304093966	5.6
	"2009"	"2009"	"Struck by thrown, projected or falling object"	"W20"	630	306771529	0.2
	"2009"	"2009"	"Striking against or struck by sports equipment"	"W21"	13	306771529	Unreliable
	"2009"	"2009"	"Striking against or struck by other objects"	"W22"	112	306771529	0.0
	"2009"	"2009"	"Caught, crushed, jammed or pinched in or between objects"	"W23"	140	306771529	0.0
	"2009"	"2009"	"Contact with lifting and transmission devices, not elsewhere classified"	"W24"	76	306771529	0.0
	"2009"	"2009"	"Contact with sharp glass"	"W25"	20	306771529	0.0
	"2009"	"2009"	"Contact with knife, sword or dagger"	"W26"	1	306771529	Unreliable
	"2009"	"2009"	"Contact with nonpowered hand tool"	"W27"	5	306771529	Unreliable
	"2009"	"2009"	"Contact with powered lawnmower"	"W28"	84	306771529	0.0
	"2009"	"2009"	"Contact with other powered hand tools and household machinery"	"W29"	11	306771529	Unreliable
	"2009"	"2009"	"Contact with agricultural machinery"	"W30"	273	306771529	0.1
	"2009"	"2009"	"Contact with other and unspecified machinery"	"W31"	259	306771529	0.1
	"2009"	"2009"	"Explosion and rupture of boiler"	"W35"	2	306771529	Unreliable
	"2009"	"2009"	"Explosion and rupture of gas cylinder"	"W36"	12	306771529	Unreliable
	"2009"	"2009"	"Explosion and rupture of pressurized tyre, pipe or hose"	"W37"	10	306771529	Unreliable
	"2009"	"2009"	"Explosion and rupture of other specified pressurized devices"	"W38"	5	306771529	Unreliable
	"2009"	"2009"	"Discharge of firework"	"W39"	4	306771529	Unreliable
	"2009"	"2009"	"Explosion of other materials"	"W40"	78	306771529	0.0
	"2009"	"2009"	"Exposure to noise"	"W42"	1	306771529	Unreliable
	"2009"	"2009"	"Foreign body entering into or through eye or natural orifice"	"W44"	25	306771529	0.0
	"2009"	"2009"	"Foreign body or object entering through skin"	"W45"	4	306771529	Unreliable
	"2009"	"2009"	"Exposure to other and unspecified inanimate mechanical forces"	"W49"	34	306771529	0.0
	"2009"	"2009"	"Hit, struck, kicked, twisted, bitten or scratched by another person"	"W50"	10	306771529	Unreliable
	"2009"	"2009"	"Striking against or bumped into by another person"	"W51"	11	306771529	Unreliable
	"2009"	"2009"	"Bitten or struck by dog"	"W54"	32	306771529	0.0
	"2009"	"2009"	"Bitten or struck by other mammals"	"W55"	68	306771529	0.0
	"2009"	"2009"	"Bitten or stung by nonvenomous insect and other nonvenomous arthropods"	"W57"	10	306771529	Unreliable
	"2009"	"2009"	"Contact with plant thorns and spines and sharp leaves"	"W60"	1	306771529	Unreliable
	"2009"	"2009"	"Exposure to other and unspecified animate mechanical forces"	"W64"	14	306771529	Unreliable
	"2009"	"2009"	"Accidental suffocation and strangulation in bed"	"W75"	717	306771529	0.2
	"2009"	"2009"	"Other accidental hanging and strangulation"	"W76"	259	306771529	0.1
	"2009"	"2009"	"Threat to breathing due to cave-in, falling earth and other substances"	"W77"	34	306771529	0.0
	"2009"	"2009"	"Inhalation of gastric contents"	"W78"	264	306771529	0.1
	"2009"	"2009"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	1018	306771529	0.3
	"2009"	"2009"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	3088	306771529	1.0
	"2009"	"2009"	"Confined to or trapped in a low-oxygen environment"	"W81"	6	306771529	Unreliable
	"2009"	"2009"	"Other specified threats to breathing"	"W83"	167	306771529	0.1
	"2009"	"2009"	"Unspecified threat to breathing"	"W84"	386	306771529	0.1
	"2009"	"2009"	"Exposure to electric transmission lines"	"W85"	71	306771529	0.0
	"2009"	"2009"	"Exposure to other specified electric current"	"W86"	65	306771529	0.0
	"2009"	"2009"	"Exposure to unspecified electric current"	"W87"	167	306771529	0.1
	"2009"	"2009"	"Exposure to excessive heat of man-made origin"	"W92"	6	306771529	Unreliable
	"2009"	"2009"	"Exposure to excessive cold of man-made origin"	"W93"	2	306771529	Unreliable
	"2009"	"2009"	"Exposure to high and low air pressure and changes in air pressure"	"W94"	11	306771529	Unreliable
	"2009"	"2009"	"Contact with hot drinks, food, fats and cooking oils"	"X10"	7	306771529	Unreliable
	"2009"	"2009"	"Contact with hot tap-water"	"X11"	23	306771529	0.0
	"2009"	"2009"	"Contact with other hot fluids"	"X12"	8	306771529	Unreliable
	"2009"	"2009"	"Contact with steam and hot vapours"	"X13"	5	306771529	Unreliable
	"2009"	"2009"	"Contact with hot air and gases"	"X14"	1	306771529	Unreliable
	"2009"	"2009"	"Contact with hot household appliances"	"X15"	5	306771529	Unreliable
	"2009"	"2009"	"Contact with hot heating appliances, radiators and pipes"	"X16"	12	306771529	Unreliable
	"2009"	"2009"	"Contact with hot engines, machinery and tools"	"X17"	1	306771529	Unreliable
	"2009"	"2009"	"Contact with other hot metals"	"X18"	1	306771529	Unreliable
	"2009"	"2009"	"Contact with other and unspecified heat and hot substances"	"X19"	4	306771529	Unreliable
	"2009"	"2009"	"Contact with venomous snakes and lizards"	"X20"	5	306771529	Unreliable
	"2009"	"2009"	"Contact with venomous spiders"	"X21"	6	306771529	Unreliable
	"2009"	"2009"	"Contact with hornets, wasps and bees"	"X23"	55	306771529	0.0
	"2009"	"2009"	"Contact with centipedes and venomous millipedes (tropical)"	"X24"	1	306771529	Unreliable
	"2009"	"2009"	"Contact with other specified venomous arthropods"	"X25"	10	306771529	Unreliable
	"2009"	"2009"	"Contact with unspecified venomous animal or plant"	"X29"	3	306771529	Unreliable
	"2009"	"2009"	"Exposure to excessive natural heat"	"X30"	352	306771529	0.1
	"2009"	"2009"	"Exposure to excessive natural cold"	"X31"	616	306771529	0.2
	"2009"	"2009"	"Victim of lightning"	"X33"	31	306771529	0.0
	"2009"	"2009"	"Victim of avalanche, landslide and other earth movements"	"X36"	19	306771529	Unreliable
	"2009"	"2009"	"Victim of cataclysmic storm"	"X37"	31	306771529	0.0
	"2009"	"2009"	"Victim of flood"	"X38"	15	306771529	Unreliable
	"2009"	"2009"	"Exposure to other and unspecified forces of nature"	"X39"	20	306771529	0.0
	"2009"	"2009"	"Overexertion and strenuous or repetitive movements"	"X50"	10	306771529	Unreliable
	"2009"	"2009"	"Lack of food"	"X53"	14	306771529	Unreliable
	"2009"	"2009"	"Unspecified privation"	"X57"	4	306771529	Unreliable
	"2009"	"2009"	"Exposure to other specified factors"	"X58"	44	306771529	0.0
	"2009"	"2009"	"Exposure to unspecified factor causing fracture"	"X59.0"	3233	306771529	1.1
	"2009"	"2009"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	1865	306771529	0.6
	"2009"	"2009"	"Sequelae of other accidents"	"Y86"	1006	306771529	0.3
"Total"	"2009"	"2009"			15613	306771529	5.1
	"2010"	"2010"	"Struck by thrown, projected or falling object"	"W20"	627	308745538	0.2
	"2010"	"2010"	"Striking against or struck by sports equipment"	"W21"	18	308745538	Unreliable
	"2010"	"2010"	"Striking against or struck by other objects"	"W22"	134	308745538	0.0
	"2010"	"2010"	"Caught, crushed, jammed or pinched in or between objects"	"W23"	107	308745538	0.0
	"2010"	"2010"	"Contact with lifting and transmission devices, not elsewhere classified"	"W24"	56	308745538	0.0
	"2010"	"2010"	"Contact with sharp glass"	"W25"	13	308745538	Unreliable
	"2010"	"2010"	"Contact with knife, sword or dagger"	"W26"	4	308745538	Unreliable
	"2010"	"2010"	"Contact with nonpowered hand tool"	"W27"	4	308745538	Unreliable
	"2010"	"2010"	"Contact with powered lawnmower"	"W28"	73	308745538	0.0
	"2010"	"2010"	"Contact with other powered hand tools and household machinery"	"W29"	11	308745538	Unreliable
	"2010"	"2010"	"Contact with agricultural machinery"	"W30"	278	308745538	0.1
	"2010"	"2010"	"Contact with other and unspecified machinery"	"W31"	256	308745538	0.1
	"2010"	"2010"	"Explosion and rupture of boiler"	"W35"	1	308745538	Unreliable
	"2010"	"2010"	"Explosion and rupture of gas cylinder"	"W36"	12	308745538	Unreliable
	"2010"	"2010"	"Explosion and rupture of pressurized tyre, pipe or hose"	"W37"	8	308745538	Unreliable
	"2010"	"2010"	"Explosion and rupture of other specified pressurized devices"	"W38"	5	308745538	Unreliable
	"2010"	"2010"	"Discharge of firework"	"W39"	1	308745538	Unreliable
	"2010"	"2010"	"Explosion of other materials"	"W40"	151	308745538	0.0
	"2010"	"2010"	"Foreign body entering into or through eye or natural orifice"	"W44"	29	308745538	0.0
	"2010"	"2010"	"Exposure to other and unspecified inanimate mechanical forces"	"W49"	45	308745538	0.0
	"2010"	"2010"	"Striking against or bumped into by another person"	"W51"	8	308745538	Unreliable
	"2010"	"2010"	"Crushed, pushed or stepped on by crowd or human stampede"	"W52"	1	308745538	Unreliable
	"2010"	"2010"	"Bitten or struck by dog"	"W54"	38	308745538	0.0
	"2010"	"2010"	"Bitten or struck by other mammals"	"W55"	71	308745538	0.0
	"2010"	"2010"	"Contact with marine animal"	"W56"	4	308745538	Unreliable
	"2010"	"2010"	"Bitten or stung by nonvenomous insect and other nonvenomous arthropods"	"W57"	5	308745538	Unreliable
	"2010"	"2010"	"Bitten or crushed by other reptiles"	"W59"	1	308745538	Unreliable
	"2010"	"2010"	"Exposure to other and unspecified animate mechanical forces"	"W64"	6	308745538	Unreliable
	"2010"	"2010"	"Accidental suffocation and strangulation in bed"	"W75"	684	308745538	0.2
	"2010"	"2010"	"Other accidental hanging and strangulation"	"W76"	257	308745538	0.1
	"2010"	"2010"	"Threat to breathing due to cave-in, falling earth and other substances"	"W77"	30	308745538	0.0
	"2010"	"2010"	"Inhalation of gastric contents"	"W78"	301	308745538	0.1
	"2010"	"2010"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	1081	308745538	0.4
	"2010"	"2010"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	3188	308745538	1.0
	"2010"	"2010"	"Confined to or trapped in a low-oxygen environment"	"W81"	12	308745538	Unreliable
	"2010"	"2010"	"Other specified threats to breathing"	"W83"	148	308745538	0.0
	"2010"	"2010"	"Unspecified threat to breathing"	"W84"	464	308745538	0.2
	"2010"	"2010"	"Exposure to electric transmission lines"	"W85"	63	308745538	0.0
	"2010"	"2010"	"Exposure to other specified electric current"	"W86"	69	308745538	0.0
	"2010"	"2010"	"Exposure to unspecified electric current"	"W87"	179	308745538	0.1
	"2010"	"2010"	"Exposure to excessive heat of man-made origin"	"W92"	2	308745538	Unreliable
	"2010"	"2010"	"Exposure to excessive cold of man-made origin"	"W93"	1	308745538	Unreliable
	"2010"	"2010"	"Exposure to high and low air pressure and changes in air pressure"	"W94"	10	308745538	Unreliable
	"2010"	"2010"	"Contact with hot drinks, food, fats and cooking oils"	"X10"	7	308745538	Unreliable
	"2010"	"2010"	"Contact with hot tap-water"	"X11"	30	308745538	0.0
	"2010"	"2010"	"Contact with other hot fluids"	"X12"	7	308745538	Unreliable
	"2010"	"2010"	"Contact with hot air and gases"	"X14"	2	308745538	Unreliable
	"2010"	"2010"	"Contact with hot household appliances"	"X15"	2	308745538	Unreliable
	"2010"	"2010"	"Contact with hot heating appliances, radiators and pipes"	"X16"	7	308745538	Unreliable
	"2010"	"2010"	"Contact with hot engines, machinery and tools"	"X17"	1	308745538	Unreliable
	"2010"	"2010"	"Contact with other hot metals"	"X18"	1	308745538	Unreliable
	"2010"	"2010"	"Contact with other and unspecified heat and hot substances"	"X19"	6	308745538	Unreliable
	"2010"	"2010"	"Contact with venomous snakes and lizards"	"X20"	9	308745538	Unreliable
	"2010"	"2010"	"Contact with venomous spiders"	"X21"	7	308745538	Unreliable
	"2010"	"2010"	"Contact with hornets, wasps and bees"	"X23"	52	308745538	0.0
	"2010"	"2010"	"Contact with other specified venomous arthropods"	"X25"	12	308745538	Unreliable
	"2010"	"2010"	"Exposure to excessive natural heat"	"X30"	474	308745538	0.2
	"2010"	"2010"	"Exposure to excessive natural cold"	"X31"	710	308745538	0.2
	"2010"	"2010"	"Exposure to sunlight"	"X32"	1	308745538	Unreliable
	"2010"	"2010"	"Victim of lightning"	"X33"	29	308745538	0.0
	"2010"	"2010"	"Victim of earthquake"	"X34"	2	308745538	Unreliable
	"2010"	"2010"	"Victim of avalanche, landslide and other earth movements"	"X36"	31	308745538	0.0
	"2010"	"2010"	"Victim of cataclysmic storm"	"X37"	47	308745538	0.0
	"2010"	"2010"	"Victim of flood"	"X38"	39	308745538	0.0
	"2010"	"2010"	"Exposure to other and unspecified forces of nature"	"X39"	9	308745538	Unreliable
	"2010"	"2010"	"Overexertion and strenuous or repetitive movements"	"X50"	10	308745538	Unreliable
	"2010"	"2010"	"Lack of food"	"X53"	15	308745538	Unreliable
	"2010"	"2010"	"Lack of water"	"X54"	1	308745538	Unreliable
	"2010"	"2010"	"Exposure to other specified factors"	"X58"	36	308745538	0.0
	"2010"	"2010"	"Exposure to unspecified factor causing fracture"	"X59.0"	3394	308745538	1.1
	"2010"	"2010"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	2294	308745538	0.7
	"2010"	"2010"	"Sequelae of other accidents"	"Y86"	987	308745538	0.3
"Total"	"2010"	"2010"			16678	308745538	5.4
	"2011"	"2011"	"Struck by thrown, projected or falling object"	"W20"	676	311591917	0.2
	"2011"	"2011"	"Striking against or struck by sports equipment"	"W21"	13	311591917	Unreliable
	"2011"	"2011"	"Striking against or struck by other objects"	"W22"	138	311591917	0.0
	"2011"	"2011"	"Caught, crushed, jammed or pinched in or between objects"	"W23"	137	311591917	0.0
	"2011"	"2011"	"Contact with lifting and transmission devices, not elsewhere classified"	"W24"	92	311591917	0.0
	"2011"	"2011"	"Contact with sharp glass"	"W25"	20	311591917	0.0
	"2011"	"2011"	"Contact with knife, sword or dagger"	"W26"	3	311591917	Unreliable
	"2011"	"2011"	"Contact with nonpowered hand tool"	"W27"	5	311591917	Unreliable
	"2011"	"2011"	"Contact with powered lawnmower"	"W28"	66	311591917	0.0
	"2011"	"2011"	"Contact with other powered hand tools and household machinery"	"W29"	12	311591917	Unreliable
	"2011"	"2011"	"Contact with agricultural machinery"	"W30"	235	311591917	0.1
	"2011"	"2011"	"Contact with other and unspecified machinery"	"W31"	283	311591917	0.1
	"2011"	"2011"	"Explosion and rupture of gas cylinder"	"W36"	7	311591917	Unreliable
	"2011"	"2011"	"Explosion and rupture of pressurized tyre, pipe or hose"	"W37"	10	311591917	Unreliable
	"2011"	"2011"	"Explosion and rupture of other specified pressurized devices"	"W38"	2	311591917	Unreliable
	"2011"	"2011"	"Discharge of firework"	"W39"	5	311591917	Unreliable
	"2011"	"2011"	"Explosion of other materials"	"W40"	118	311591917	0.0
	"2011"	"2011"	"Foreign body entering into or through eye or natural orifice"	"W44"	27	311591917	0.0
	"2011"	"2011"	"Foreign body or object entering through skin"	"W45"	4	311591917	Unreliable
	"2011"	"2011"	"Exposure to other and unspecified inanimate mechanical forces"	"W49"	52	311591917	0.0
	"2011"	"2011"	"Hit, struck, kicked, twisted, bitten or scratched by another person"	"W50"	4	311591917	Unreliable
	"2011"	"2011"	"Striking against or bumped into by another person"	"W51"	6	311591917	Unreliable
	"2011"	"2011"	"Bitten or struck by dog"	"W54"	34	311591917	0.0
	"2011"	"2011"	"Bitten or struck by other mammals"	"W55"	72	311591917	0.0
	"2011"	"2011"	"Bitten or stung by nonvenomous insect and other nonvenomous arthropods"	"W57"	7	311591917	Unreliable
	"2011"	"2011"	"Exposure to other and unspecified animate mechanical forces"	"W64"	7	311591917	Unreliable
	"2011"	"2011"	"Accidental suffocation and strangulation in bed"	"W75"	692	311591917	0.2
	"2011"	"2011"	"Other accidental hanging and strangulation"	"W76"	233	311591917	0.1
	"2011"	"2011"	"Threat to breathing due to cave-in, falling earth and other substances"	"W77"	16	311591917	Unreliable
	"2011"	"2011"	"Inhalation of gastric contents"	"W78"	327	311591917	0.1
	"2011"	"2011"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	1173	311591917	0.4
	"2011"	"2011"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	3208	311591917	1.0
	"2011"	"2011"	"Confined to or trapped in a low-oxygen environment"	"W81"	4	311591917	Unreliable
	"2011"	"2011"	"Other specified threats to breathing"	"W83"	165	311591917	0.1
	"2011"	"2011"	"Unspecified threat to breathing"	"W84"	424	311591917	0.1
	"2011"	"2011"	"Exposure to electric transmission lines"	"W85"	72	311591917	0.0
	"2011"	"2011"	"Exposure to other specified electric current"	"W86"	42	311591917	0.0
	"2011"	"2011"	"Exposure to unspecified electric current"	"W87"	194	311591917	0.1
	"2011"	"2011"	"Exposure to excessive heat of man-made origin"	"W92"	4	311591917	Unreliable
	"2011"	"2011"	"Exposure to high and low air pressure and changes in air pressure"	"W94"	12	311591917	Unreliable
	"2011"	"2011"	"Contact with hot drinks, food, fats and cooking oils"	"X10"	2	311591917	Unreliable
	"2011"	"2011"	"Contact with hot tap-water"	"X11"	27	311591917	0.0
	"2011"	"2011"	"Contact with other hot fluids"	"X12"	8	311591917	Unreliable
	"2011"	"2011"	"Contact with steam and hot vapours"	"X13"	2	311591917	Unreliable
	"2011"	"2011"	"Contact with hot air and gases"	"X14"	4	311591917	Unreliable
	"2011"	"2011"	"Contact with hot household appliances"	"X15"	1	311591917	Unreliable
	"2011"	"2011"	"Contact with hot heating appliances, radiators and pipes"	"X16"	13	311591917	Unreliable
	"2011"	"2011"	"Contact with hot engines, machinery and tools"	"X17"	2	311591917	Unreliable
	"2011"	"2011"	"Contact with other hot metals"	"X18"	1	311591917	Unreliable
